"ID","Date","Site","Collection","Mooring.Code","Sampling.Interval","SFLA_count","SFLA_settlement_rate","year","Site.Code","julian","depth_cat","temp_c","oxy_mgl","oxy_mll"
"2017_250_RR",2017-09-07,"RR",1,"RR01",23,0,0,2017,"RR",250,"mid",11.4205,NA,NA
"2017_250_RR",2017-09-07,"RR",2,"RR02",23,0,0,2017,"RR",250,"mid",11.4205,NA,NA
"2017_257_RR",2017-09-14,"RR",1,"RR01",7,0,0,2017,"RR",257,"mid",9.620958333,NA,NA
"2017_257_RR",2017-09-14,"RR",2,"RR02",7,0,0,2017,"RR",257,"mid",9.620958333,NA,NA
"2017_257_RR",2017-09-14,"RR",3,"RR03",7,0,0,2017,"RR",257,"mid",9.620958333,NA,NA
"2017_257_RR",2017-09-14,"RR",4,"RR04",7,0,0,2017,"RR",257,"mid",9.620958333,NA,NA
"2017_257_RRH",2017-09-14,"HH",1,"HH01",7,0,0,2017,"RRH",257,"mid",9.296125,NA,NA
"2017_257_RRH",2017-09-14,"HH",2,"HH02",7,0,0,2017,"RRH",257,"mid",9.296125,NA,NA
"2017_257_RRH",2017-09-14,"HH",3,"HH03",7,0,0,2017,"RRH",257,"mid",9.296125,NA,NA
"2017_257_RRH",2017-09-14,"HH",4,"HH04",7,0,0,2017,"RRH",257,"mid",9.296125,NA,NA
"2017_258_OR",2017-09-15,"OR",3,"OR05",10,0,0,2017,"OR",258,"mid",9.482333333,NA,NA
"2017_258_OR",2017-09-15,"OR",4,"OR07",10,0,0,2017,"OR",258,"mid",9.482333333,NA,NA
"2017_258_OR",2017-09-15,"OR",1,"OR02",10,0,0,2017,"OR",258,"mid",9.482333333,NA,NA
"2017_258_OR",2017-09-15,"OR",2,"OR01",10,0,0,2017,"OR",258,"mid",9.482333333,NA,NA
"2017_258_ORF",2017-09-15,"CF",2,"CF06",10,0,0,2017,"ORF",258,"mid",9.728666667,NA,NA
"2017_258_ORF",2017-09-15,"CF",1,"CF03",10,0,0,2017,"ORF",258,"mid",9.728666667,NA,NA
"2017_258_ORF",2017-09-15,"CF",3,"CF04",10,0,0,2017,"ORF",258,"mid",9.728666667,NA,NA
"2017_258_ORF",2017-09-15,"CF",4,"CF05",10,0,0,2017,"ORF",258,"mid",9.728666667,NA,NA
"2018_123_NA",2018-05-03,"OR",4,"OR08",13,0,0,2018,NA,123,NA,NA,NA,NA
"2018_123_OR",2018-05-03,"OR",3,"OR05",13,0,0,2018,"OR",123,NA,NA,NA,NA
"2018_123_OR",2018-05-03,"OR",2,"OR01",13,0,0,2018,"OR",123,NA,NA,NA,NA
"2018_123_OR",2018-05-03,"OR",1,"OR02",13,0,0,2018,"OR",123,NA,NA,NA,NA
"2018_123_ORF",2018-05-03,"CF",3,"CF05",13,0,0,2018,"ORF",123,"mid",9.866666667,NA,NA
"2018_123_ORF",2018-05-03,"CF",2,"CF04",13,0,0,2018,"ORF",123,"mid",9.866666667,NA,NA
"2018_123_ORF",2018-05-03,"CF",4,"CF03",13,0,0,2018,"ORF",123,"mid",9.866666667,NA,NA
"2018_123_ORF",2018-05-03,"CF",1,"CF06",13,0,0,2018,"ORF",123,"mid",9.866666667,NA,NA
"2018_136_NA",2018-05-16,"OR",4,"OR08",13,0,0,2018,NA,136,NA,NA,NA,NA
"2018_136_OR",2018-05-16,"OR",3,"OR05",13,0,0,2018,"OR",136,NA,NA,NA,NA
"2018_136_OR",2018-05-16,"OR",2,"OR01",13,0,0,2018,"OR",136,NA,NA,NA,NA
"2018_136_OR",2018-05-16,"OR",1,"OR02",13,0,0,2018,"OR",136,NA,NA,NA,NA
"2018_136_ORF",2018-05-16,"CF",2,"CF06",13,0,0,2018,"ORF",136,"mid",11.747625,NA,NA
"2018_136_ORF",2018-05-16,"CF",3,"CF04",13,0,0,2018,"ORF",136,"mid",11.747625,NA,NA
"2018_136_ORF",2018-05-16,"CF",4,"CF05",13,0,0,2018,"ORF",136,"mid",11.747625,NA,NA
"2018_136_ORF",2018-05-16,"CF",1,"CF03",13,0,0,2018,"ORF",136,"mid",11.747625,NA,NA
"2018_152_NA",2018-06-01,"OR",4,"OR08",16,0,0,2018,NA,152,NA,NA,NA,NA
"2018_152_OR",2018-06-01,"OR",2,"OR01",16,0,0,2018,"OR",152,NA,NA,NA,NA
"2018_152_OR",2018-06-01,"OR",3,"OR05",16,1,0.0625,2018,"OR",152,NA,NA,NA,NA
"2018_152_OR",2018-06-01,"OR",1,"OR02",16,0,0,2018,"OR",152,NA,NA,NA,NA
"2018_152_ORF",2018-06-01,"CF",3,"CF04",16,0,0,2018,"ORF",152,"mid",9.58025,NA,NA
"2018_152_ORF",2018-06-01,"CF",4,"CF05",16,0,0,2018,"ORF",152,"mid",9.58025,NA,NA
"2018_152_ORF",2018-06-01,"CF",2,"CF06",16,0,0,2018,"ORF",152,"mid",9.58025,NA,NA
"2018_152_ORF",2018-06-01,"CF",1,"CF03",16,0,0,2018,"ORF",152,"mid",9.58025,NA,NA
"2018_159_RR",2018-06-08,"RR",1,"RR01",27,2,0.086419753,2018,"RR",159,"mid",9.2555,NA,NA
"2018_159_RR",2018-06-08,"RR",2,"RR02",27,3,0.101851852,2018,"RR",159,"mid",9.2555,NA,NA
"2018_159_RR",2018-06-08,"RR",3,"RR03",27,10,0.377777778,2018,"RR",159,"mid",9.2555,NA,NA
"2018_159_RR",2018-06-08,"RR",4,"RR04",27,0,0,2018,"RR",159,"mid",9.2555,NA,NA
"2018_159_RRH",2018-06-08,"HH",1,"HH01",27,0,0,2018,"RRH",159,"mid",9.498333333,NA,NA
"2018_159_RRH",2018-06-08,"HH",2,"HH02",27,7,0.25,2018,"RRH",159,"mid",9.498333333,NA,NA
"2018_159_RRH",2018-06-08,"HH",3,"HH03",27,5,0.197530864,2018,"RRH",159,"mid",9.498333333,NA,NA
"2018_159_RRH",2018-06-08,"HH",4,"HH04",27,3,0.098765432,2018,"RRH",159,"mid",9.498333333,NA,NA
"2018_163_NA",2018-06-12,"OR",4,"OR08",27,0,0,2018,NA,163,NA,NA,NA,NA
"2018_163_OR",2018-06-12,"OR",3,"OR05",27,0,0,2018,"OR",163,NA,NA,NA,NA
"2018_163_OR",2018-06-12,"OR",2,"OR01",27,0,0,2018,"OR",163,NA,NA,NA,NA
"2018_163_OR",2018-06-12,"OR",1,"OR02",27,1,0.037037037,2018,"OR",163,NA,NA,NA,NA
"2018_163_ORF",2018-06-12,"CF",2,"CF06",27,1,0.037037037,2018,"ORF",163,"mid",13.67866667,NA,NA
"2018_163_ORF",2018-06-12,"CF",4,"CF05",27,0,0,2018,"ORF",163,"mid",13.67866667,NA,NA
"2018_163_ORF",2018-06-12,"CF",3,"CF04",27,0,0,2018,"ORF",163,"mid",13.67866667,NA,NA
"2018_163_ORF",2018-06-12,"CF",1,"CF03",27,0,0,2018,"ORF",163,"mid",13.67866667,NA,NA
"2018_172_RR",2018-06-21,"RR",1,"RR01",13,0,0,2018,"RR",172,"mid",9.16825,NA,NA
"2018_172_RR",2018-06-21,"RR",2,"RR02",13,3,0.230769231,2018,"RR",172,"mid",9.16825,NA,NA
"2018_172_RR",2018-06-21,"RR",3,"RR03",13,0,0,2018,"RR",172,"mid",9.16825,NA,NA
"2018_172_RR",2018-06-21,"RR",4,"RR04",13,0,0,2018,"RR",172,"mid",9.16825,NA,NA
"2018_172_RRH",2018-06-21,"HH",1,"HH01",13,0,0,2018,"RRH",172,"mid",9.369041667,NA,NA
"2018_172_RRH",2018-06-21,"HH",2,"HH02",13,0,0,2018,"RRH",172,"mid",9.369041667,NA,NA
"2018_172_RRH",2018-06-21,"HH",3,"HH03",13,3,0.230769231,2018,"RRH",172,"mid",9.369041667,NA,NA
"2018_172_RRH",2018-06-21,"HH",4,"HH04",13,0,0,2018,"RRH",172,"mid",9.369041667,NA,NA
"2018_180_NA",2018-06-29,"OR",4,"OR08",17,2,0.117647059,2018,NA,180,NA,NA,NA,NA
"2018_180_OR",2018-06-29,"OR",1,"OR02",17,4,0.235294118,2018,"OR",180,NA,NA,NA,NA
"2018_180_OR",2018-06-29,"OR",2,"OR01",17,8,0.470588235,2018,"OR",180,NA,NA,NA,NA
"2018_180_OR",2018-06-29,"OR",3,"OR05",17,6,0.352941176,2018,"OR",180,NA,NA,NA,NA
"2018_180_ORF",2018-06-29,"CF",1,"CF03",17,4,0.235294118,2018,"ORF",180,"mid",8.850166667,NA,NA
"2018_180_ORF",2018-06-29,"CF",2,"CF06",17,1,0.058823529,2018,"ORF",180,"mid",8.850166667,NA,NA
"2018_180_ORF",2018-06-29,"CF",3,"CF04",17,0,0,2018,"ORF",180,"mid",8.850166667,NA,NA
"2018_180_ORF",2018-06-29,"CF",4,"CF05",17,2,0.117647059,2018,"ORF",180,"mid",8.850166667,NA,NA
"2018_198_NA",2018-07-17,"OR",4,"OR08",18,0,0,2018,NA,198,NA,NA,NA,NA
"2018_198_OR",2018-07-17,"OR",1,"OR02",18,0,0,2018,"OR",198,NA,NA,NA,NA
"2018_198_OR",2018-07-17,"OR",2,"OR01",18,0,0,2018,"OR",198,NA,NA,NA,NA
"2018_198_OR",2018-07-17,"OR",3,"OR05",18,0,0,2018,"OR",198,NA,NA,NA,NA
"2018_198_ORF",2018-07-17,"CF",2,"CF06",18,0,0,2018,"ORF",198,"mid",8.742041667,NA,NA
"2018_198_ORF",2018-07-17,"CF",4,"CF05",18,0,0,2018,"ORF",198,"mid",8.742041667,NA,NA
"2018_198_ORF",2018-07-17,"CF",1,"CF03",18,0,0,2018,"ORF",198,"mid",8.742041667,NA,NA
"2018_198_ORF",2018-07-17,"CF",3,"CF04",18,0,0,2018,"ORF",198,"mid",8.742041667,NA,NA
"2018_200_RR",2018-07-19,"RR",1,"RR01",28,0,0,2018,"RR",200,"mid",8.529916667,NA,NA
"2018_200_RR",2018-07-19,"RR",2,"RR02",28,0,0,2018,"RR",200,"mid",8.529916667,NA,NA
"2018_200_RR",2018-07-19,"RR",3,"RR03",28,0,0,2018,"RR",200,"mid",8.529916667,NA,NA
"2018_200_RR",2018-07-19,"RR",4,"RR04",28,0,0,2018,"RR",200,"mid",8.529916667,NA,NA
"2018_200_RRH",2018-07-19,"HH",1,"HH01",28,0,0,2018,"RRH",200,"mid",8.396208333,NA,NA
"2018_200_RRH",2018-07-19,"HH",2,"HH02",28,0,0,2018,"RRH",200,"mid",8.396208333,NA,NA
"2018_200_RRH",2018-07-19,"HH",3,"HH03",28,0,0,2018,"RRH",200,"mid",8.396208333,NA,NA
"2018_200_RRH",2018-07-19,"HH",4,"HH04",28,0,0,2018,"RRH",200,"mid",8.396208333,NA,NA
"2018_212_NA",2018-07-31,"OR",4,"OR08",14,0,0,2018,NA,212,NA,NA,NA,NA
"2018_212_OR",2018-07-31,"OR",1,"OR02",14,0,0,2018,"OR",212,NA,NA,NA,NA
"2018_212_OR",2018-07-31,"OR",2,"OR01",14,0,0,2018,"OR",212,NA,NA,NA,NA
"2018_212_OR",2018-07-31,"OR",3,"OR05",14,0,0,2018,"OR",212,NA,NA,NA,NA
"2018_212_ORF",2018-07-31,"CF",3,"CF04",14,0,0,2018,"ORF",212,"mid",9.0415,NA,NA
"2018_212_ORF",2018-07-31,"CF",2,"CF06",14,0,0,2018,"ORF",212,"mid",9.0415,NA,NA
"2018_212_ORF",2018-07-31,"CF",1,"CF03",14,0,0,2018,"ORF",212,"mid",9.0415,NA,NA
"2018_212_ORF",2018-07-31,"CF",4,"CF05",14,0,0,2018,"ORF",212,"mid",9.0415,NA,NA
"2018_215_RR",2018-08-03,"RR",1,"RR01",15,0,0,2018,"RR",215,"mid",9.1025,NA,NA
"2018_215_RR",2018-08-03,"RR",2,"RR02",15,0,0,2018,"RR",215,"mid",9.1025,NA,NA
"2018_215_RR",2018-08-03,"RR",3,"RR03",15,0,0,2018,"RR",215,"mid",9.1025,NA,NA
"2018_215_RR",2018-08-03,"RR",4,"RR04",15,0,0,2018,"RR",215,"mid",9.1025,NA,NA
"2018_215_RRH",2018-08-03,"HH",1,"HH01",15,0,0,2018,"RRH",215,"mid",9.292916667,NA,NA
"2018_215_RRH",2018-08-03,"HH",2,"HH02",15,0,0,2018,"RRH",215,"mid",9.292916667,NA,NA
"2018_215_RRH",2018-08-03,"HH",3,"HH03",15,0,0,2018,"RRH",215,"mid",9.292916667,NA,NA
"2018_215_RRH",2018-08-03,"HH",4,"HH04",15,0,0,2018,"RRH",215,"mid",9.292916667,NA,NA
"2018_225_NA",2018-08-13,"OR",4,"OR08",13,0,0,2018,NA,225,NA,NA,NA,NA
"2018_225_OR",2018-08-13,"OR",2,"OR01",13,0,0,2018,"OR",225,NA,NA,NA,NA
"2018_225_OR",2018-08-13,"OR",1,"OR02",13,0,0,2018,"OR",225,NA,NA,NA,NA
"2018_225_OR",2018-08-13,"OR",3,"OR05",13,0,0,2018,"OR",225,NA,NA,NA,NA
"2018_225_ORF",2018-08-13,"CF",2,"CF06",13,0,0,2018,"ORF",225,"mid",9.216125,NA,NA
"2018_225_ORF",2018-08-13,"CF",3,"CF04",13,0,0,2018,"ORF",225,"mid",9.216125,NA,NA
"2018_225_ORF",2018-08-13,"CF",4,"CF05",13,0,0,2018,"ORF",225,"mid",9.216125,NA,NA
"2018_225_ORF",2018-08-13,"CF",1,"CF03",13,0,0,2018,"ORF",225,"mid",9.216125,NA,NA
"2018_229_RR",2018-08-17,"RR",1,"RR01",14,0,0,2018,"RR",229,"mid",9.856916667,NA,NA
"2018_229_RR",2018-08-17,"RR",2,"RR02",14,0,0,2018,"RR",229,"mid",9.856916667,NA,NA
"2018_229_RR",2018-08-17,"RR",3,"RR03",14,0,0,2018,"RR",229,"mid",9.856916667,NA,NA
"2018_229_RR",2018-08-17,"RR",4,"RR04",14,0,0,2018,"RR",229,"mid",9.856916667,NA,NA
"2018_229_RRH",2018-08-17,"HH",1,"HH01",14,0,0,2018,"RRH",229,"mid",10.21045833,NA,NA
"2018_229_RRH",2018-08-17,"HH",2,"HH02",14,0,0,2018,"RRH",229,"mid",10.21045833,NA,NA
"2018_229_RRH",2018-08-17,"HH",3,"HH03",14,0,0,2018,"RRH",229,"mid",10.21045833,NA,NA
"2018_229_RRH",2018-08-17,"HH",4,"HH04",14,0,0,2018,"RRH",229,"mid",10.21045833,NA,NA
"2018_241_RR",2018-08-29,"RR",1,"RR01",12,0,0,2018,"RR",241,"mid",9.664166667,NA,NA
"2018_241_RR",2018-08-29,"RR",2,"RR02",12,0,0,2018,"RR",241,"mid",9.664166667,NA,NA
"2018_241_RR",2018-08-29,"RR",3,"RR03",12,0,0,2018,"RR",241,"mid",9.664166667,NA,NA
"2018_241_RR",2018-08-29,"RR",4,"RR04",12,0,0,2018,"RR",241,"mid",9.664166667,NA,NA
"2018_241_RRH",2018-08-29,"HH",1,"HH01",12,0,0,2018,"RRH",241,"mid",9.8385,NA,NA
"2018_241_RRH",2018-08-29,"HH",2,"HH02",12,0,0,2018,"RRH",241,"mid",9.8385,NA,NA
"2018_241_RRH",2018-08-29,"HH",3,"HH03",12,0,0,2018,"RRH",241,"mid",9.8385,NA,NA
"2018_241_RRH",2018-08-29,"HH",4,"HH04",12,0,0,2018,"RRH",241,"mid",9.8385,NA,NA
"2018_243_NA",2018-08-31,"OR",4,"OR08",18,0,0,2018,NA,243,NA,NA,NA,NA
"2018_243_OR",2018-08-31,"OR",3,"OR05",18,0,0,2018,"OR",243,NA,NA,NA,NA
"2018_243_OR",2018-08-31,"OR",1,"OR02",18,0,0,2018,"OR",243,NA,NA,NA,NA
"2018_243_OR",2018-08-31,"OR",2,"OR01",18,0,0,2018,"OR",243,NA,NA,NA,NA
"2018_243_ORF",2018-08-31,"CF",3,"CF04",18,0,0,2018,"ORF",243,"mid",10.90866667,NA,NA
"2018_243_ORF",2018-08-31,"CF",2,"CF06",18,0,0,2018,"ORF",243,"mid",10.90866667,NA,NA
"2018_243_ORF",2018-08-31,"CF",1,"CF03",18,0,0,2018,"ORF",243,"mid",10.90866667,NA,NA
"2018_243_ORF",2018-08-31,"CF",4,"CF05",18,0,0,2018,"ORF",243,"mid",10.90866667,NA,NA
"2018_256_NA",2018-09-13,"OR",4,"OR08",13,0,0,2018,NA,256,NA,NA,NA,NA
"2018_256_OR",2018-09-13,"OR",3,"OR05",13,0,0,2018,"OR",256,NA,NA,NA,NA
"2018_256_OR",2018-09-13,"OR",1,"OR02",13,0,0,2018,"OR",256,NA,NA,NA,NA
"2018_256_OR",2018-09-13,"OR",2,"OR01",13,0,0,2018,"OR",256,NA,NA,NA,NA
"2018_256_ORF",2018-09-13,"CF",3,"CF04",13,0,0,2018,"ORF",256,"mid",13.698625,NA,NA
"2018_256_ORF",2018-09-13,"CF",4,"CF05",13,0,0,2018,"ORF",256,"mid",13.698625,NA,NA
"2018_256_ORF",2018-09-13,"CF",1,"CF03",13,0,0,2018,"ORF",256,"mid",13.698625,NA,NA
"2018_256_ORF",2018-09-13,"CF",2,"CF06",13,0,0,2018,"ORF",256,"mid",13.698625,NA,NA
"2018_259_RR",2018-09-16,"RR",1,"RR01",18,0,0,2018,"RR",259,"mid",12.51716667,NA,NA
"2018_259_RR",2018-09-16,"RR",2,"RR02",18,0,0,2018,"RR",259,"mid",12.51716667,NA,NA
"2018_259_RR",2018-09-16,"RR",3,"RR03",18,0,0,2018,"RR",259,"mid",12.51716667,NA,NA
"2018_259_RR",2018-09-16,"RR",4,"RR04",18,0,0,2018,"RR",259,"mid",12.51716667,NA,NA
"2018_259_RRH",2018-09-16,"HH",1,"HH01",18,0,0,2018,"RRH",259,"mid",12.65229167,NA,NA
"2018_259_RRH",2018-09-16,"HH",2,"HH02",18,0,0,2018,"RRH",259,"mid",12.65229167,NA,NA
"2018_259_RRH",2018-09-16,"HH",3,"HH03",18,0,0,2018,"RRH",259,"mid",12.65229167,NA,NA
"2018_259_RRH",2018-09-16,"HH",4,"HH04",18,0,0,2018,"RRH",259,"mid",12.65229167,NA,NA
"2019_130_OR",2019-05-10,"OR",3,"OR05",18,0,0,2019,"OR",130,NA,NA,NA,NA
"2019_130_OR",2019-05-10,"OR",4,"OR07",18,0,0,2019,"OR",130,NA,NA,NA,NA
"2019_130_OR",2019-05-10,"OR",1,"OR02",18,0,0,2019,"OR",130,NA,NA,NA,NA
"2019_130_OR",2019-05-10,"OR",2,"OR01",18,0,0,2019,"OR",130,NA,NA,NA,NA
"2019_130_ORF",2019-05-10,"CF",4,"CF05",18,0,0,2019,"ORF",130,"mid",9.069,NA,NA
"2019_130_ORF",2019-05-10,"CF",3,"CF04",18,0,0,2019,"ORF",130,"mid",9.069,NA,NA
"2019_130_ORF",2019-05-10,"CF",1,"CF03",18,0,0,2019,"ORF",130,"mid",9.069,NA,NA
"2019_130_ORF",2019-05-10,"CF",2,"CF06",18,0,0,2019,"ORF",130,"mid",9.069,NA,NA
"2019_148_OR",2019-05-28,"OR",1,"OR02",18,0,0,2019,"OR",148,NA,NA,NA,NA
"2019_148_OR",2019-05-28,"OR",4,"OR07",18,1,0.055555556,2019,"OR",148,NA,NA,NA,NA
"2019_148_OR",2019-05-28,"OR",3,"OR05",18,0,0,2019,"OR",148,NA,NA,NA,NA
"2019_148_OR",2019-05-28,"OR",2,"OR01",18,0,0,2019,"OR",148,NA,NA,NA,NA
"2019_148_ORF",2019-05-28,"CF",2,"CF06",18,1,0.055555556,2019,"ORF",148,"mid",11.49454167,NA,NA
"2019_148_ORF",2019-05-28,"CF",3,"CF04",18,1,0.055555556,2019,"ORF",148,"mid",11.49454167,NA,NA
"2019_148_ORF",2019-05-28,"CF",1,"CF03",18,0,0,2019,"ORF",148,"mid",11.49454167,NA,NA
"2019_148_ORF",2019-05-28,"CF",4,"CF05",18,1,0.055555556,2019,"ORF",148,"mid",11.49454167,NA,NA
"2019_152_RR",2019-06-01,"RR",1,"RR01",23,0,0,2019,"RR",152,"mid",8.018833333,NA,NA
"2019_152_RR",2019-06-01,"RR",2,"RR02",23,0,0,2019,"RR",152,"mid",8.018833333,NA,NA
"2019_152_RR",2019-06-01,"RR",3,"RR03",23,14,0.626086957,2019,"RR",152,"mid",8.018833333,NA,NA
"2019_152_RR",2019-06-01,"RR",4,"RR04",23,4,0.173913043,2019,"RR",152,"mid",8.018833333,NA,NA
"2019_152_RRH",2019-06-01,"HH",1,"HH01",23,3,0.115942029,2019,"RRH",152,"mid",7.757375,NA,NA
"2019_152_RRH",2019-06-01,"HH",2,"HH02",23,5,0.217391304,2019,"RRH",152,"mid",7.757375,NA,NA
"2019_152_RRH",2019-06-01,"HH",3,"HH03",23,8,0.365217391,2019,"RRH",152,"mid",7.757375,NA,NA
"2019_152_RRH",2019-06-01,"HH",4,"HH04",23,0,0,2019,"RRH",152,"mid",7.757375,NA,NA
"2019_157_OR",2019-06-06,"OR",1,"OR02",9,0,0,2019,"OR",157,NA,NA,NA,NA
"2019_157_OR",2019-06-06,"OR",2,"OR01",9,0,0,2019,"OR",157,NA,NA,NA,NA
"2019_157_OR",2019-06-06,"OR",4,"OR07",9,2,0.222222222,2019,"OR",157,NA,NA,NA,NA
"2019_157_OR",2019-06-06,"OR",3,"OR05",9,0,0,2019,"OR",157,NA,NA,NA,NA
"2019_157_ORF",2019-06-06,"CF",4,"CF05",9,0,0,2019,"ORF",157,"mid",10.13375,NA,NA
"2019_157_ORF",2019-06-06,"CF",3,"CF04",9,0,0,2019,"ORF",157,"mid",10.13375,NA,NA
"2019_157_ORF",2019-06-06,"CF",2,"CF06",9,1,0.111111111,2019,"ORF",157,"mid",10.13375,NA,NA
"2019_157_ORF",2019-06-06,"CF",1,"CF03",9,3,0.333333333,2019,"ORF",157,"mid",10.13375,NA,NA
"2019_168_OR",2019-06-17,"OR",1,"OR02",11,0,0,2019,"OR",168,NA,NA,NA,NA
"2019_168_OR",2019-06-17,"OR",2,"OR01",11,1,0.090909091,2019,"OR",168,NA,NA,NA,NA
"2019_168_OR",2019-06-17,"OR",4,"OR07",11,0,0,2019,"OR",168,NA,NA,NA,NA
"2019_168_OR",2019-06-17,"OR",3,"OR05",11,0,0,2019,"OR",168,NA,NA,NA,NA
"2019_168_ORF",2019-06-17,"CF",3,"CF04",11,1,0.090909091,2019,"ORF",168,"mid",7.859458333,NA,NA
"2019_168_ORF",2019-06-17,"CF",2,"CF06",11,0,0,2019,"ORF",168,"mid",7.859458333,NA,NA
"2019_168_ORF",2019-06-17,"CF",1,"CF03",11,0,0,2019,"ORF",168,"mid",7.859458333,NA,NA
"2019_168_ORF",2019-06-17,"CF",4,"CF05",11,0,0,2019,"ORF",168,"mid",7.859458333,NA,NA
"2019_174_RR",2019-06-23,"RR",1,"RR01",22,0,0,2019,"RR",174,"mid",7.080458333,NA,NA
"2019_174_RR",2019-06-23,"RR",2,"RR01",22,3,0.145454545,2019,"RR",174,"mid",7.080458333,NA,NA
"2019_174_RR",2019-06-23,"RR",3,"RR03",22,3,0.136363636,2019,"RR",174,"mid",7.080458333,NA,NA
"2019_174_RR",2019-06-23,"RR",4,"RR04",22,7,0.454545455,2019,"RR",174,"mid",7.080458333,NA,NA
"2019_174_RRH",2019-06-23,"HH",1,"HH01",22,9,0.409090909,2019,"RRH",174,"mid",6.812291667,NA,NA
"2019_174_RRH",2019-06-23,"HH",2,"HH02",22,9,0.409090909,2019,"RRH",174,"mid",6.812291667,NA,NA
"2019_174_RRH",2019-06-23,"HH",3,"HH03",22,9,0.393939394,2019,"RRH",174,"mid",6.812291667,NA,NA
"2019_174_RRH",2019-06-23,"HH",4,"HH04",22,0,0,2019,"RRH",174,"mid",6.812291667,NA,NA
"2019_186_OR",2019-07-05,"OR",1,"OR02",18,0,0,2019,"OR",186,NA,NA,NA,NA
"2019_186_ORF",2019-07-05,"CF",2,"CF06",18,0,0,2019,"ORF",186,"mid",10.91325,NA,NA
"2019_187_OR",2019-07-06,"OR",2,"OR01",18,0,0,2019,"OR",187,NA,NA,NA,NA
"2019_187_ORF",2019-07-06,"CF",3,"CF04",18,0,0,2019,"ORF",187,"mid",11.53683333,NA,NA
"2019_187_RR",2019-07-06,"RR",1,"RR01",13,0,0,2019,"RR",187,"mid",8.437625,NA,NA
"2019_187_RR",2019-07-06,"RR",2,"RR01",13,11,0.820512821,2019,"RR",187,"mid",8.437625,NA,NA
"2019_187_RR",2019-07-06,"RR",3,"RR03",13,9,0.666666667,2019,"RR",187,"mid",8.437625,NA,NA
"2019_187_RR",2019-07-06,"RR",4,"RR04",13,4,0.269230769,2019,"RR",187,"mid",8.437625,NA,NA
"2019_187_RRH",2019-07-06,"HH",1,"HH01",13,13,0.961538462,2019,"RRH",187,"mid",8.579125,NA,NA
"2019_187_RRH",2019-07-06,"HH",2,"HH02",13,5,0.358974359,2019,"RRH",187,"mid",8.579125,NA,NA
"2019_187_RRH",2019-07-06,"HH",3,"HH03",13,4,0.307692308,2019,"RRH",187,"mid",8.579125,NA,NA
"2019_187_RRH",2019-07-06,"HH",4,"HH04",13,25,1.892307692,2019,"RRH",187,"mid",8.579125,NA,NA
"2019_188_OR",2019-07-07,"OR",3,"OR05",18,0,0,2019,"OR",188,NA,NA,NA,NA
"2019_188_ORF",2019-07-07,"CF",4,"CF05",18,1,0.055555556,2019,"ORF",188,"mid",11.41970833,NA,NA
"2019_189_OR",2019-07-08,"OR",4,"OR07",18,0,0,2019,"OR",189,NA,NA,NA,NA
"2019_190_ORF",2019-07-09,"CF",1,"CF03",18,8,0.444444444,2019,"ORF",190,"mid",11.45041667,NA,NA
"2019_200_OR",2019-07-19,"OR",3,"OR05",14,0,0,2019,"OR",200,NA,NA,NA,NA
"2019_200_OR",2019-07-19,"OR",4,"OR07",14,1,0.071428571,2019,"OR",200,NA,NA,NA,NA
"2019_200_OR",2019-07-19,"OR",1,"OR02",14,0,0,2019,"OR",200,NA,NA,NA,NA
"2019_200_OR",2019-07-19,"OR",2,"OR01",14,0,0,2019,"OR",200,NA,NA,NA,NA
"2019_200_ORF",2019-07-19,"CF",2,"CF06",14,0,0,2019,"ORF",200,"mid",9.326291667,NA,NA
"2019_200_ORF",2019-07-19,"CF",3,"CF04",14,0,0,2019,"ORF",200,"mid",9.326291667,NA,NA
"2019_200_ORF",2019-07-19,"CF",1,"CF03",14,0,0,2019,"ORF",200,"mid",9.326291667,NA,NA
"2019_200_ORF",2019-07-19,"CF",4,"CF05",14,0,0,2019,"ORF",200,"mid",9.326291667,NA,NA
"2019_203_RR",2019-07-22,"RR",1,"RR01",16,0,0,2019,"RR",203,"mid",8.356666667,NA,NA
"2019_203_RR",2019-07-22,"RR",2,"RR01",16,2,0.125,2019,"RR",203,"mid",8.356666667,NA,NA
"2019_203_RR",2019-07-22,"RR",3,"RR03",16,1,0.0625,2019,"RR",203,"mid",8.356666667,NA,NA
"2019_203_RR",2019-07-22,"RR",4,"RR04",16,1,0.0625,2019,"RR",203,"mid",8.356666667,NA,NA
"2019_203_RRH",2019-07-22,"HH",1,"HH01",16,0,0,2019,"RRH",203,"mid",8.806541667,NA,NA
"2019_203_RRH",2019-07-22,"HH",2,"HH02",16,0,0,2019,"RRH",203,"mid",8.806541667,NA,NA
"2019_203_RRH",2019-07-22,"HH",3,"HH03",16,0,0,2019,"RRH",203,"mid",8.806541667,NA,NA
"2019_203_RRH",2019-07-22,"HH",4,"HH04",16,4,0.25,2019,"RRH",203,"mid",8.806541667,NA,NA
"2019_211_OR",2019-07-30,"OR",1,"OR02",11,1,0.090909091,2019,"OR",211,NA,NA,NA,NA
"2019_211_OR",2019-07-30,"OR",3,"OR05",11,0,0,2019,"OR",211,NA,NA,NA,NA
"2019_211_OR",2019-07-30,"OR",4,"OR07",11,0,0,2019,"OR",211,NA,NA,NA,NA
"2019_211_OR",2019-07-30,"OR",2,"OR01",11,0,0,2019,"OR",211,NA,NA,NA,NA
